date,prompt_version,episode_index,step_index,topology_name,load_regime,qot_pressure_regime,services_processed,winner_heuristic,winner_proposed_by,winner_raw_action,winner_decoded_path_nodes,winner_modulation_name,winner_initial_slot,winner_slot_end_exclusive,winner_path_hops,winner_path_length_km,judge_called,winner_confidence,decisive_signals_summary,agrees_with_baseline,fallback_reason,judge_error_message,post_status,post_accepted,post_reward,episode_service_blocking_rate,episode_bit_rate_blocking_rate,episode_disrupted_services_rate
21-03,v2_blocking_risk_compact_payload,0,79,Nobel Europe backbone,light,tight,79,random,random,1746,Lyon->Zurich->Strasbourg->Paris,QPSK,146,162,3,884.481,True,0.6,qot_safety:random(high) | fragmentation:first_fit(medium),True,none,,accepted,True,1.0625436531814436,0.0375,0.08739985433357611,0.0
21-03,v2_blocking_risk_compact_payload,0,80,Nobel Europe backbone,light,tight,80,first_fit,first_fit|load_balancing,431,Glasgow->Amsterdam->Hamburg->Berlin->Copenhagen->Oslo,QPSK,111,127,5,2133.207,True,0.85,qot_safety:first_fit(high) | fragmentation:random(medium),True,none,,accepted,True,0.9324498164157073,0.037037037037037035,0.08492569002123142,0.0
21-03,v2_blocking_risk_compact_payload,0,81,Nobel Europe backbone,light,tight,81,load_balancing,load_balancing,3311,Bordeaux->Paris->Lyon->Zurich->Milan->Munich,QPSK,111,113,5,1802.769,True,0.0,,True,"judge_error:RuntimeError:LLM judge failed after 3 attempts: list indices must be integers or slices, not str","LLM judge failed after 3 attempts: list indices must be integers or slices, not str",accepted,True,0.9802820007006328,0.036585365853658534,0.08468595624558928,0.0
21-03,v2_blocking_risk_compact_payload,0,82,Nobel Europe backbone,light,tight,82,random,random,872,Budapest->Prague->Vienna->Munich,BPSK,232,233,3,1084.376,True,0.95,qot_safety:random(high) | fragmentation:load_balancing(medium),True,none,,accepted,True,0.9044619308117158,0.03614457831325301,0.0846262341325811,0.0
21-03,v2_blocking_risk_compact_payload,0,83,Nobel Europe backbone,light,tight,83,first_fit,first_fit,344,Munich->Berlin->Warsaw,QPSK,24,40,2,993.1790000000001,True,0.85,qot_safety:first_fit(high) | fragmentation:load_balancing(medium),False,none,,accepted,True,1.0566346958527963,0.03571428571428571,0.0823045267489712,0.0
21-03,v2_blocking_risk_compact_payload,0,84,Nobel Europe backbone,light,tight,84,load_balancing,load_balancing,4211,Hamburg->Frankfurt->Munich->Berlin->Warsaw->Stockholm,QPSK,51,55,5,2482.172,True,0.6,qot_safety:first_fit(high) | fragmentation:load_balancing(medium),True,none,,accepted,True,1.0184958885113398,0.03529411764705882,0.08174386920980926,0.0
21-03,v2_blocking_risk_compact_payload,0,85,Nobel Europe backbone,light,tight,85,random,random,937,Frankfurt->Munich->Vienna->Zagreb,BPSK,297,298,3,969.4850000000001,True,0.95,qot_safety:random(high) | fragmentation:load_balancing(medium),True,none,,accepted,True,0.9347204763147361,0.03488372093023256,0.08168822328114364,0.0
21-03,v2_blocking_risk_compact_payload,0,86,Nobel Europe backbone,light,tight,86,load_balancing,load_balancing,1287,Amsterdam->Brussels->Frankfurt->Munich->Vienna,QPSK,7,8,4,1163.965,True,0.85,qot_safety:random(high) | fragmentation:first_fit(medium),True,none,,accepted,True,0.9697099546591441,0.034482758620689655,0.08163265306122448,0.0
21-03,v2_blocking_risk_compact_payload,0,87,Nobel Europe backbone,light,tight,87,first_fit,first_fit|load_balancing|random,4800,,,-1,-1,0,0.0,False,0.0,,True,single_candidate,,rejected_by_agent,False,-0.15,0.045454545454545456,0.10596026490066225,0.0
21-03,v2_blocking_risk_compact_payload,0,88,Nobel Europe backbone,light,tight,88,random,random,804,Copenhagen->Berlin->Prague->Vienna->Zagreb,BPSK,164,165,4,1166.948,True,0.6,qot_safety:random(high) | fragmentation:first_fit(medium),True,none,,accepted,True,0.9376394472721344,0.0449438202247191,0.10589013898080742,0.0
21-03,v2_blocking_risk_compact_payload,0,89,Nobel Europe backbone,light,tight,89,first_fit,first_fit|load_balancing,394,Stockholm->Warsaw->Budapest->Belgrade->Zagreb,QPSK,74,90,4,2064.149,True,0.85,qot_safety:random(high) | fragmentation:first_fit(high),True,none,,accepted,True,0.9427486055220167,0.044444444444444446,0.1031592520954223,0.0
21-03,v2_blocking_risk_compact_payload,0,90,Nobel Europe backbone,light,tight,90,random,random,3825,Munich->Berlin->Hamburg->Frankfurt->Strasbourg,QPSK,305,309,4,1316.241,True,0.95,qot_safety:random(high) | fragmentation:load_balancing(medium),True,none,,accepted,True,1.004989700933608,0.04395604395604396,0.10249839846252402,0.0
21-03,v2_blocking_risk_compact_payload,0,91,Nobel Europe backbone,light,tight,91,first_fit,first_fit,448,London->Amsterdam->Hamburg->Berlin->Warsaw,QPSK,128,144,4,1467.72,True,0.85,qot_safety:first_fit(high) | fragmentation:random(medium),True,none,,accepted,True,1.0382227594653766,0.043478260869565216,0.09993753903810118,0.0
21-03,v2_blocking_risk_compact_payload,0,92,Nobel Europe backbone,light,tight,92,load_balancing,load_balancing,2249,Dublin->Glasgow->Amsterdam->Brussels->Paris,QPSK,9,11,4,1418.0919999999999,True,0.6,qot_safety:random(high) | fragmentation:first_fit(medium),False,none,,accepted,True,0.9794960180918375,0.043010752688172046,0.09968847352024922,0.0
21-03,v2_blocking_risk_compact_payload,0,93,Nobel Europe backbone,light,tight,93,random,random,906,Belgrade->Budapest->Prague->Berlin->Hamburg,BPSK,266,270,4,1299.216,True,0.85,qot_safety:random(high) | fragmentation:load_balancing(medium),False,none,,accepted,True,0.9751208506229645,0.0425531914893617,0.09944064636420137,0.0
21-03,v2_blocking_risk_compact_payload,0,94,Nobel Europe backbone,light,tight,94,load_balancing,load_balancing,4239,London->Amsterdam->Brussels->Frankfurt->Munich->Milan->Rome,QPSK,79,81,6,1975.625,True,0.0,,True,"judge_error:RuntimeError:LLM judge failed after 3 attempts: list indices must be integers or slices, not str","LLM judge failed after 3 attempts: list indices must be integers or slices, not str",accepted,True,0.9770300189654032,0.042105263157894736,0.09919404835709858,0.0
21-03,v2_blocking_risk_compact_payload,0,95,Nobel Europe backbone,light,tight,95,load_balancing,load_balancing,3309,Stockholm->Warsaw->Budapest->Prague->Vienna->Zagreb,QPSK,109,110,5,2370.932,True,0.75,qot_safety:first_fit(high) | fragmentation:load_balancing(medium),True,none,,accepted,True,0.8975208322207133,0.041666666666666664,0.09913258983890955,0.0
21-03,v2_blocking_risk_compact_payload,0,96,Nobel Europe backbone,light,tight,96,first_fit,first_fit|load_balancing,380,Lyon->Zurich->Milan->Munich->Vienna->Prague,QPSK,60,76,5,1552.271,True,0.85,qot_safety:first_fit(high) | fragmentation:random(medium),True,none,,accepted,True,1.029236020396153,0.041237113402061855,0.09673518742442563,0.0
21-03,v2_blocking_risk_compact_payload,0,97,Nobel Europe backbone,light,tight,97,first_fit,first_fit|load_balancing,402,Paris->Brussels->Frankfurt->Munich->Vienna->Zagreb,QPSK,82,98,5,1533.5790000000002,True,0.85,qot_safety:first_fit(high) | fragmentation:random(medium),True,none,,accepted,True,1.0130931430185834,0.04081632653061224,0.09445100354191263,0.0
21-03,v2_blocking_risk_compact_payload,0,98,Nobel Europe backbone,light,tight,98,random,random,585,Berlin->Munich,QPSK,265,266,1,490.204,True,0.85,qot_safety:random(high) | fragmentation:load_balancing(medium),True,none,,accepted,True,0.972981939932021,0.04040404040404041,0.0943952802359882,0.0
21-03,v2_blocking_risk_compact_payload,0,99,Nobel Europe backbone,light,tight,99,random,random,3328,London->Paris->Strasbourg->Frankfurt->Munich->Vienna->Zagreb,QPSK,128,130,6,1910.5040000000001,True,0.85,qot_safety:random(high) | fragmentation:load_balancing(medium),True,none,,accepted,True,0.9847789687120045,0.04,0.09417304296645085,0.0
21-03,v2_blocking_risk_compact_payload,0,100,Nobel Europe backbone,light,tight,100,load_balancing,load_balancing,1085,Hamburg->Frankfurt->Munich->Milan,8QAM,125,127,3,1042.229,True,0.75,qot_safety:random(high) | fragmentation:first_fit(medium),False,none,,accepted,True,0.8840864151716233,0.039603960396039604,0.09395184967704051,0.0
21-03,v2_blocking_risk_compact_payload,0,101,Nobel Europe backbone,light,tight,101,random,random,4649,Athens->Rome->Zagreb->Vienna->Prague->Berlin->Copenhagen,BPSK,169,170,6,2729.4230000000002,True,0.6,qot_safety:random(high) | fragmentation:first_fit(medium),True,none,,accepted,True,0.8719934545162445,0.0392156862745098,0.09389671361502347,0.0
21-03,v2_blocking_risk_compact_payload,0,102,Nobel Europe backbone,light,tight,102,load_balancing,load_balancing,2455,Madrid->Bordeaux->Paris->Brussels->Frankfurt->Hamburg->Berlin->Copenhagen->Oslo->Stockholm,QPSK,215,216,9,3463.3250000000003,True,0.6,qot_safety:first_fit(high) | fragmentation:load_balancing(high),True,none,,accepted,True,0.8231006052965919,0.038834951456310676,0.093841642228739,0.0
21-03,v2_blocking_risk_compact_payload,0,103,Nobel Europe backbone,light,tight,103,load_balancing,load_balancing,2274,Berlin->Prague->Budapest->Warsaw->Stockholm->Oslo,QPSK,34,38,5,2510.232,True,0.6,qot_safety:first_fit(high) | fragmentation:load_balancing(medium),True,none,,accepted,True,1.0110609392325083,0.038461538461538464,0.09329446064139942,0.0
21-03,v2_blocking_risk_compact_payload,0,104,Nobel Europe backbone,light,tight,104,first_fit,first_fit,371,Belgrade->Budapest->Prague->Berlin->Hamburg->Amsterdam->London,QPSK,51,55,6,2020.2109999999998,True,0.85,qot_safety:first_fit(high) | fragmentation:random(medium),False,none,,accepted,True,1.002662448088328,0.0380952380952381,0.0927536231884058,0.0
21-03,v2_blocking_risk_compact_payload,0,105,Nobel Europe backbone,light,tight,105,load_balancing,load_balancing,2252,Athens->Rome->Milan->Munich->Frankfurt->Brussels,QPSK,12,16,5,2503.0729999999994,True,0.85,qot_safety:first_fit(high) | fragmentation:load_balancing(high),True,none,,accepted,True,1.019156105319659,0.03773584905660377,0.09221902017291066,0.0
21-03,v2_blocking_risk_compact_payload,0,106,Nobel Europe backbone,light,tight,106,first_fit,first_fit,419,Dublin->London->Amsterdam->Brussels->Frankfurt,QPSK,99,115,4,1288.068,True,0.85,qot_safety:first_fit(high) | fragmentation:random(medium),True,none,,accepted,True,1.0569153553495805,0.037383177570093455,0.09014084507042254,0.0
21-03,v2_blocking_risk_compact_payload,0,107,Nobel Europe backbone,light,tight,107,first_fit,first_fit,327,Berlin->Hamburg->Amsterdam->London->Dublin,QPSK,7,11,4,1429.847,True,0.85,qot_safety:first_fit(high) | fragmentation:random(medium),False,none,,accepted,True,1.0055827716986339,0.037037037037037035,0.0896358543417367,0.0
21-03,v2_blocking_risk_compact_payload,0,108,Nobel Europe backbone,light,tight,108,first_fit,first_fit,436,Athens->Rome->Milan->Zurich->Strasbourg->Paris->London->Dublin,QPSK,116,118,7,3108.423,True,0.6,qot_safety:first_fit(high) | fragmentation:load_balancing(medium),True,none,,accepted,True,0.909448895851771,0.03669724770642202,0.08943543879262157,0.0
21-03,v2_blocking_risk_compact_payload,0,109,Nobel Europe backbone,light,tight,109,random,random,876,Copenhagen->Berlin->Prague->Vienna->Zagreb,BPSK,236,240,4,1166.948,True,0.6,qot_safety:random(high) | fragmentation:load_balancing(medium),False,none,,accepted,True,0.9811823004561788,0.03636363636363636,0.08923591745677635,0.0
21-03,v2_blocking_risk_compact_payload,0,110,Nobel Europe backbone,light,tight,110,load_balancing,load_balancing,1493,Lyon->Zurich->Milan->Munich->Berlin->Copenhagen->Oslo,QPSK,213,214,6,2245.533,True,0.6,qot_safety:first_fit(high) | fragmentation:load_balancing(high),False,none,,accepted,True,0.8660000930229823,0.036036036036036036,0.08918617614269789,0.0
21-03,v2_blocking_risk_compact_payload,0,111,Nobel Europe backbone,light,tight,111,random,random,884,Oslo->Stockholm->Warsaw,BPSK,244,245,2,1231.445,True,0.85,qot_safety:random(high) | fragmentation:load_balancing(medium),False,none,,accepted,True,0.9351045249107606,0.03571428571428571,0.08913649025069638,0.0
21-03,v2_blocking_risk_compact_payload,0,112,Nobel Europe backbone,light,tight,112,load_balancing,load_balancing,219,Amsterdam->Brussels->Paris->Bordeaux,8QAM,219,221,3,940.576,True,0.85,qot_safety:random(high) | fragmentation:first_fit(medium),False,none,,accepted,True,0.9316866099834443,0.035398230088495575,0.08893829905503058,0.0
21-03,v2_blocking_risk_compact_payload,0,113,Nobel Europe backbone,light,tight,113,first_fit,first_fit|load_balancing,376,Oslo->Stockholm->Warsaw,QPSK,56,72,2,1231.445,True,0.95,qot_safety:first_fit(high) | fragmentation:random(medium),True,none,,accepted,True,1.064311749736468,0.03508771929824561,0.08700380641653073,0.0
21-03,v2_blocking_risk_compact_payload,0,114,Nobel Europe backbone,light,tight,114,first_fit,first_fit,414,London->Paris->Bordeaux->Madrid,QPSK,94,110,3,1372.797,True,0.85,qot_safety:first_fit(high) | fragmentation:load_balancing(medium),True,none,,accepted,True,1.0433799606437484,0.034782608695652174,0.08515167642362959,0.0
21-03,v2_blocking_risk_compact_payload,0,115,Nobel Europe backbone,light,tight,115,random,random,380,London->Paris,8QAM,60,71,1,350.316,True,0.85,qot_safety:random(high) | fragmentation:first_fit(medium),True,none,,accepted,True,1.0916584687633442,0.034482758620689655,0.08337675872850443,0.0
21-03,v2_blocking_risk_compact_payload,0,116,Nobel Europe backbone,light,tight,116,first_fit,first_fit,12,Milan->Zurich->Strasbourg,16QAM,12,20,2,365.685,True,0.85,qot_safety:first_fit(high) | fragmentation:load_balancing(medium),False,none,,accepted,True,1.0203472604354222,0.03418803418803419,0.0816743236345074,0.0
21-03,v2_blocking_risk_compact_payload,0,117,Nobel Europe backbone,light,tight,117,load_balancing,load_balancing,4480,Belgrade->Athens->Rome->Zagreb,QPSK,0,4,3,2373.525,True,0.6,qot_safety:first_fit(high) | fragmentation:load_balancing(medium),True,none,,accepted,True,1.0262388298908869,0.03389830508474576,0.08125952260030472,0.0
21-03,v2_blocking_risk_compact_payload,0,118,Nobel Europe backbone,light,tight,118,random,random,4760,Milan->Zurich->Strasbourg->Frankfurt->Hamburg->Berlin->Prague->Vienna->Zagreb,BPSK,280,288,8,2008.9579999999999,True,0.6,qot_safety:random(high) | fragmentation:first_fit(medium),True,none,,accepted,True,1.0102737467441087,0.03361344537815126,0.0808489135927236,0.0
21-03,v2_blocking_risk_compact_payload,0,119,Nobel Europe backbone,light,tight,119,first_fit,first_fit|load_balancing|random,4800,,,-1,-1,0,0.0,False,0.0,,True,single_candidate,,rejected_by_agent,False,-0.15,0.041666666666666664,0.09905894006934125,0.0
21-03,v2_blocking_risk_compact_payload,0,120,Nobel Europe backbone,light,tight,120,random,random,1890,Glasgow->Amsterdam->Brussels->Paris->Bordeaux->Madrid,BPSK,290,291,5,2154.1,True,0.85,qot_safety:random(high) | fragmentation:load_balancing(medium),True,none,,accepted,True,0.9397064171436554,0.04132231404958678,0.09900990099009901,0.0
21-03,v2_blocking_risk_compact_payload,0,121,Nobel Europe backbone,light,tight,121,random,random,525,Milan->Munich->Vienna,QPSK,205,209,2,716.049,True,0.75,qot_safety:random(high) | fragmentation:first_fit(medium),True,none,,accepted,True,1.0226130110227192,0.040983606557377046,0.09852216748768473,0.0
21-03,v2_blocking_risk_compact_payload,0,122,Nobel Europe backbone,light,tight,122,first_fit,first_fit,337,Frankfurt->Hamburg->Berlin->Copenhagen->Oslo,QPSK,17,21,4,1445.6000000000001,True,0.85,qot_safety:first_fit(high) | fragmentation:random(medium),False,none,,accepted,True,1.00560728708903,0.04065040650406504,0.09803921568627451,0.0
21-03,v2_blocking_risk_compact_payload,0,123,Nobel Europe backbone,light,tight,123,random,random,2420,Berlin->Prague->Budapest->Belgrade->Zagreb,QPSK,180,181,4,1440.4029999999998,True,0.6,qot_safety:random(high) | fragmentation:load_balancing(medium),True,none,,accepted,True,0.9669825563781583,0.04032258064516129,0.09799118079372857,0.0
21-03,v2_blocking_risk_compact_payload,0,124,Nobel Europe backbone,light,tight,124,random,random,824,Athens->Belgrade->Budapest,BPSK,184,188,2,1138.848,True,0.85,qot_safety:random(high) | fragmentation:load_balancing(medium),True,none,,accepted,True,0.9804993369507915,0.04,0.097799511002445,0.0
21-03,v2_blocking_risk_compact_payload,0,125,Nobel Europe backbone,light,tight,125,load_balancing,load_balancing,1297,Athens->Rome->Milan->Munich,QPSK,17,21,3,1893.0439999999999,True,0.85,qot_safety:first_fit(high) | fragmentation:random(medium),True,none,,accepted,True,1.017334363857905,0.03968253968253968,0.09732360097323602,0.0
21-03,v2_blocking_risk_compact_payload,0,126,Nobel Europe backbone,light,tight,126,random,random,774,Brussels->Paris->Lyon,BPSK,134,135,2,647.485,True,0.6,qot_safety:random(high) | fragmentation:first_fit(medium),True,none,,accepted,True,0.9284579115811116,0.03937007874015748,0.09727626459143969,0.0
21-03,v2_blocking_risk_compact_payload,0,127,Nobel Europe backbone,light,tight,127,random,random,1628,Amsterdam->Brussels->Frankfurt->Munich->Vienna,BPSK,28,32,4,1163.965,True,0.85,qot_safety:random(high) | fragmentation:load_balancing(medium),True,none,,accepted,True,0.9745243690613038,0.0390625,0.0970873786407767,0.0
21-03,v2_blocking_risk_compact_payload,0,128,Nobel Europe backbone,light,tight,128,load_balancing,load_balancing,2363,Athens->Rome->Milan->Munich->Frankfurt->Strasbourg,QPSK,123,124,5,2405.247,True,0.6,qot_safety:first_fit(high) | fragmentation:load_balancing(medium),False,none,,accepted,True,0.8305469731489817,0.03875968992248062,0.09704027171276079,0.0
21-03,v2_blocking_risk_compact_payload,0,129,Nobel Europe backbone,light,tight,129,first_fit,first_fit,483,Bordeaux->Paris->Strasbourg->Zurich,QPSK,163,179,3,1015.1030000000001,True,0.6,qot_safety:load_balancing(high) | fragmentation:load_balancing(medium),True,none,,accepted,True,1.060582264723877,0.038461538461538464,0.09519276534983341,0.0
21-03,v2_blocking_risk_compact_payload,0,130,Nobel Europe backbone,light,tight,130,first_fit,first_fit,344,Budapest->Prague->Berlin->Hamburg->Amsterdam->London,QPSK,24,28,5,1692.413,True,0.85,qot_safety:first_fit(high) | fragmentation:load_balancing(medium),False,none,,accepted,True,1.0018316427866618,0.03816793893129771,0.09474182851729038,0.0
21-03,v2_blocking_risk_compact_payload,0,131,Nobel Europe backbone,light,tight,131,load_balancing,load_balancing|random,2356,Brussels->Frankfurt->Munich->Vienna->Prague->Budapest,QPSK,116,120,5,1694.4050000000002,True,0.85,qot_safety:first_fit(high) | load_balance:load_balancing(high),True,none,,accepted,True,1.014197180668513,0.03787878787878788,0.0942951438000943,0.0
21-03,v2_blocking_risk_compact_payload,0,132,Nobel Europe backbone,light,tight,132,random,random,543,Hamburg->Berlin->Prague->Vienna->Zagreb,QPSK,223,227,4,1060.986,True,0.85,qot_safety:random(high) | fragmentation:first_fit(medium),True,none,,accepted,True,1.0061609012090291,0.03759398496240601,0.09385265133740028,0.0
21-03,v2_blocking_risk_compact_payload,0,133,Nobel Europe backbone,light,tight,133,first_fit,first_fit,24,Munich->Vienna->Prague,8QAM,24,27,2,619.401,True,0.85,qot_safety:first_fit(high) | fragmentation:load_balancing(medium),True,none,,accepted,True,1.0012737929821016,0.03731343283582089,0.09341429238673517,0.0
